,colony,street,street_number,postal_code,zone,directions,lat,lon
155,VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,Zapopan,"FUENTE BRILLANT 1730, VILLA FONTANA DIAMANTE, Zapopan",20.7737514,-103.4720222
28,OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,"ABEDUL 274, OBREROS D L CONSTRUC, Guadalajara",20.6545689,-103.3645921
106,PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,"AV MIGUEL HIDAL 469, PARQUE REVOLUCION, Guadalajara",20.679603,-103.350983
246,HDA SAN ISIDRO,EJIDO,570,45147,Zapopan,"EJIDO 570, HDA SAN ISIDRO, Zapopan",20.7334016,-103.3978425
14,LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,"AVENIDA MEXICO 2582, LADRON DE GUEVARA, Guadalajara",20.679539,-103.3821471
274,VISTA HERMOSA,AV VISTA HERMO,3763,45189,Zapopan,"AV VISTA HERMO 3763, VISTA HERMOSA, Zapopan",20.7616693,-103.3347796
227,MESA COLORADA PTE,ANAHUAC,52,45189,Zapopan,"ANAHUAC 52, MESA COLORADA PTE, Zapopan",20.7593548,-103.3370537
261,COLLY SITIO,ROMANA,6570,45036,Zapopan,"ROMANA 6570, COLLY SITIO, Zapopan",20.65393358,-103.4396834
253,NUEVO MEXICO,6 DE ENERO,3239,45138,Zapopan,"6 DE ENERO 3239, NUEVO MEXICO, Zapopan",20.75714709,-103.43247582
102,ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,"JOSE ROJO 958, ECHEVERRIA, Guadalajara",20.62216715,-103.36095184
48,RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,"DOMINGO RAMIRE 1150, RANCHO NUEVO, Guadalajara",20.7208786,-103.3313266
67,LOMAS DE POLANCO,RAMON ALCORTA,1597,44960,Guadalajara,"RAMON ALCORTA 1597, LOMAS DE POLANCO, Guadalajara",20.6305508,-103.3684773
281,VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,Zapopan,"AV LAS TORRES 1896, VILLA FONTANA DIAMANTE, Zapopan",20.78039085,-103.4803915
238,LOMAS DEL CENTINELA,PASEO DEL OLMO,328,45187,Zapopan,"PASEO DEL OLMO 328, LOMAS DEL CENTINELA, Zapopan",20.75542914,-103.37931546
56,UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,"JOSE LUIS MORA 1212, UNIDAD BELISARIO DOM, Guadalajara",20.6848539,-103.321828
55,BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,"GAZA 1333, BEATRIZ HERNANDEZ, Guadalajara",20.681007,-103.2865761
138,SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,"CARLOS GONZALEZ 280, SAN RAFAEL, Guadalajara",20.6571099,-103.2966291
266,EL ZAPOTE,TEZOZOMOC,4357,45050,Zapopan,"TEZOZOMOC 4357, EL ZAPOTE, Zapopan",20.6546574,-103.4153864
244,SANTA ANA TEPETITLAN,HIDALGO,35,45230,Zapopan,"HIDALGO 35, SANTA ANA TEPETITLAN, Zapopan",20.6208991,-103.456008
35,LAGOS D OTE ZONA TET,LICURGO,336,44770,Guadalajara,"LICURGO 336, LAGOS D OTE ZONA TET, Guadalajara",20.665926,-103.288257
62,SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,"MONTES MARCIANO 2173, SAN VICENTE, Guadalajara",20.70378,-103.3159849
245,EL BRISE#O,CONSTELACION,7,45236,Zapopan,"CONSTELACION 7, EL BRISE#O, Zapopan",20.6229076,-103.4384665
241,PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,Zapopan,"PRADO DE LAS RO 308, PRADOS TEPEYAC, Zapopan",20.65714869,-103.41220962
212,PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,Zapopan,"PRADO DE LAS GA 4468, PRADOS TEPEYAC, Zapopan",20.654827,-103.413214
50,JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,"ISLA MADAGASCAR 3111, JARDINES DE LA CRUZ, Guadalajara",20.63864,-103.386237
174,UNIDAD JARDINES SEAT,JARDINES DE LOS,1233,45180,Zapopan,"JARDINES DE LOS 1233, UNIDAD JARDINES SEAT, Zapopan",20.7511529,-103.36893085
239,LA PALMITA,MANUEL GONZALEZ,518,45180,Zapopan,"MANUEL GONZALEZ 518, LA PALMITA, Zapopan",20.7300639,-103.358865
178,CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,Zapopan,"PASEO DEL ARCO 4098, CONJ LOMAS ALTAS, Zapopan",20.6859952,-103.4110242
80,JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,"HERNANDO ALVARA 3254, JARDINES DEL NILO, Guadalajara",20.6437163,-103.2937008
172,JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,Zapopan,"JARDIN DE NARDO 1527, JARDINES DEL VERGEL, Zapopan",20.7437494,-103.3705966
61,LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,"SALVADOR LOPEZ 1750, LA AURORA, Guadalajara",20.6494585,-103.3388108
51,LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, Guadalajara",20.648519,-103.3130901
53,LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,"JARDINES DE BAB 20, LA AURORA, Guadalajara",20.66066767,-103.28141363
76,LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,"RAFAEL CARDENAS 290, LOMAS DL PARAISO 1, Guadalajara",20.724967,-103.320318
214,EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,Zapopan,"VOLCAN VESUBIO 2321, EL COLLY URBANO I, Zapopan",20.6413426,-103.4276583
235,FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,Zapopan,"AV  COMPOSITORE 3850, FRACC LOS PINOS, Zapopan",20.6046765,-103.4348944
279,LOMAS DL VALLE VI UN,CANCER,3992,45129,Zapopan,"CANCER 3992, LOMAS DL VALLE VI UN, Zapopan",20.6850586,-103.4084621
15,OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,"HACIENDA DE LAS 2299, OBLATOS PONIENTE, Guadalajara",20.6942949,-103.2973538
44,MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,"MESA DEL NORTE 1272, MARAVILLA, Guadalajara",20.6996615,-103.3042162
176,VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,Zapopan,"AV NACIONES UNI 6904, VIRREYES RESIDENCIAL, Zapopan",20.695938,-103.442158
7,MODERNA,AV ESPANA,1092,44190,Guadalajara,"AV ESPANA 1092, MODERNA, Guadalajara",20.659424,-103.3531261
270,RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,Zapopan,"WOLFANG AMADEUS 5552, RESIDENC LA ESTANCIA, Zapopan",20.6731122,-103.431709
170,PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,Zapopan,"PASEOS DE LOS I 1, PASEOS DEL BRISE#O, Zapopan",20.618144,-103.434739
