,colony,street,street_number,postal_code,zone,directions,lat,lon
244,SANTA ANA TEPETITLAN,HIDALGO,35,45230,Zapopan,"HIDALGO 35, SANTA ANA TEPETITLAN, Zapopan",20.6208991,-103.456008
11,BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,"ABASOLO 147, BARRIO ANALCO, Guadalajara",20.6696438,-103.3353768
29,SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,"SAN MATEO 1407, SANTA MARIA, Guadalajara",20.6879689,-103.3157451
177,VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,Zapopan,"PABLO HIPOLITO 45, VILLA DE GUADALUPE II, Zapopan",20.754981,-103.33859306
265,SANTA FE,EMILIANO ZAPATA,574,45168,Zapopan,"EMILIANO ZAPATA 574, SANTA FE, Zapopan",20.7145673,-103.3915946
163,VALLE REAL,AV RAMON CORONA,2748,45019,Zapopan,"AV RAMON CORONA 2748, VALLE REAL, Zapopan",20.735422,-103.459965
47,GUADALUPANA,CELEDONIO PADIL,2162,44220,Guadalajara,"CELEDONIO PADIL 2162, GUADALUPANA, Guadalajara",20.7099819,-103.355384
68,CIRCUNVAL VALLARTA,REFORMA,2749,44680,Guadalajara,"REFORMA 2749, CIRCUNVAL VALLARTA, Guadalajara",20.6804909,-103.3859638
234,PASEOS DEL SOL,TOMAS BALCAZAR,5404,45079,Zapopan,"TOMAS BALCAZAR 5404, PASEOS DEL SOL, Zapopan",20.637128,-103.427021
178,CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,Zapopan,"PASEO DEL ARCO 4098, CONJ LOMAS ALTAS, Zapopan",20.6859952,-103.4110242
183,MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,Zapopan,"PASEO DE LOS PI 3153, MESA DE LOS OCOTES, Zapopan",20.761889,-103.347178
200,EL HUMEDO,RIO ACAPONETA,2,45200,Zapopan,"RIO ACAPONETA 2, EL HUMEDO, Zapopan",20.795757,-103.493083
151,VIGIA I,HERRADURA,242,45140,Zapopan,"HERRADURA 242, VIGIA I, Zapopan",20.7327233,-103.3938158
282,REAL DE TESISTAN,PASEO DE LA ARB,176,45200,Zapopan,"PASEO DE LA ARB 176, REAL DE TESISTAN, Zapopan",20.6140105,-103.4564312
116,LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,"JOSE CARRILLO 3528, LOMAS DE POLANCO, Guadalajara",20.6307235,-103.3795677
56,UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,"JOSE LUIS MORA 1212, UNIDAD BELISARIO DOM, Guadalajara",20.6848539,-103.321828
264,EL ARENAL,PROLONGACION SA,43,45350,Zapopan,"PROLONGACION SA 43, EL ARENAL, Zapopan",20.74234227,-103.33373909
240,FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,Zapopan,"CAMINO AL POTRE 1200, FRACC CUSPIDE, Zapopan",20.802884,-103.4970855
134,CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,"MIGUEL BERNAL 3327, CANTARRANAS, Guadalajara",20.65865637,-103.2906591
