,colony,street,street_number,postal_code,zone,directions,lat,lon
77,DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,"TERUEL 3693, DIVISION DEL NORTE, Guadalajara",20.721705,-103.3379679
51,LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, Guadalajara",20.648519,-103.3130901
150,FRACC CUSPIDE,VALLE DE TESIST,198,45200,Zapopan,"VALLE DE TESIST 198, FRACC CUSPIDE, Zapopan",20.795812,-103.4822218
116,LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,"JOSE CARRILLO 3528, LOMAS DE POLANCO, Guadalajara",20.6307235,-103.3795677
276,EL BATAN,ANDADOR AGUA AZ,44,45190,Zapopan,"ANDADOR AGUA AZ 44, EL BATAN, Zapopan",20.72135701,-103.3443436
202,"FRACC, LOS MOLINOS",PLATA,70,45200,Zapopan,"PLATA 70, FRACC, LOS MOLINOS, Zapopan",20.84836438,-103.42263338
244,SANTA ANA TEPETITLAN,HIDALGO,35,45230,Zapopan,"HIDALGO 35, SANTA ANA TEPETITLAN, Zapopan",20.6208991,-103.456008
155,VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,Zapopan,"FUENTE BRILLANT 1730, VILLA FONTANA DIAMANTE, Zapopan",20.7737514,-103.4720222
57,LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,"ANTONIO GARCIA 3912, LOS ALMENDROS, Guadalajara",20.71472097,-103.32988718
15,OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,"HACIENDA DE LAS 2299, OBLATOS PONIENTE, Guadalajara",20.6942949,-103.2973538
166,COLINAS D LA PRIMAVE,CASCADA,147,45066,Zapopan,"CASCADA 147, COLINAS D LA PRIMAVE, Zapopan",20.637151,-103.4700562
38,MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,"HERMENEGILDO BU 4308, MIRAVALLE II, Guadalajara",20.6127044,-103.3450677
53,LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,"JARDINES DE BAB 20, LA AURORA, Guadalajara",20.66066767,-103.28141363
172,JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,Zapopan,"JARDIN DE NARDO 1527, JARDINES DEL VERGEL, Zapopan",20.7437494,-103.3705966
204,REAL DE VALDEPE?S,ALAMBIQUE,51,45130,Zapopan,"ALAMBIQUE 51, REAL DE VALDEPE?S, Zapopan",20.7560515,-103.4015362
37,SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,"ALFREDO CHAVERO 16, SANTA TERESITA, Guadalajara",20.683706,-103.368627
