,colony,street,street_number,postal_code,zone,directions,lat,lon
22,GARIBAY,DAMASCO,785,44750,Guadalajara,"DAMASCO 785, GARIBAY, Guadalajara",20.6735769,-103.2949879
161,PRADOS  GUADALUPE,G ROSSINI,428,45030,Zapopan,"G ROSSINI 428, PRADOS  GUADALUPE, Zapopan",20.6686337,-103.4349976
132,EL CARMEN,FRANCISCO MARCO,2616,44980,Guadalajara,"FRANCISCO MARCO 2616, EL CARMEN, Guadalajara",20.6231889,-103.3850919
217,VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,Zapopan,"ARENISCA 1896, VILLA FONTANA DIAMANTE, Zapopan",20.77322945,-103.4750089
84,TETLAN,JOSE RAMOS,4342,44820,Guadalajara,"JOSE RAMOS 4342, TETLAN, Guadalajara",20.6609958,-103.2714154
141,SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,"FELIX BERNARDEL 428, SAN JUAN BOSCO, Guadalajara",20.6690339,-103.3025698
164,VISTA HERMOSA,VISTA BONITA,739,45189,Zapopan,"VISTA BONITA 739, VISTA HERMOSA, Zapopan",20.762084,-103.334313
65,1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,"CARLOS A CARRIL 527, 1RO DE MAYO 1A SECCI, Guadalajara",20.6230026,-103.3552397
60,SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,"MELQUIADES CAMP 2289, SANTA ROSA, Guadalajara",20.702616,-103.287933
147,LOMAS DE MIRAMAR,URANIO,31,45060,Zapopan,"URANIO 31, LOMAS DE MIRAMAR, Zapopan",20.64202975,-103.46426675
139,JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,"REYES CATOLICOS 2151, JARDINES DE LA CRUZ, Guadalajara",20.64629179,-103.37634047
115,SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,"LOS ANGELES 171, SAN CARLOS, Guadalajara",20.662959,-103.344124
245,EL BRISE#O,CONSTELACION,7,45236,Zapopan,"CONSTELACION 7, EL BRISE#O, Zapopan",20.6229076,-103.4384665
99,TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,"AV CIRCUNVALANC 479, TRANSITO, Guadalajara",20.7038709,-103.3370089
215,VALLE DE LOS MOLINOS,BERNA,75,45200,Zapopan,"BERNA 75, VALLE DE LOS MOLINOS, Zapopan",20.8547918,-103.42304733
244,SANTA ANA TEPETITLAN,HIDALGO,35,45230,Zapopan,"HIDALGO 35, SANTA ANA TEPETITLAN, Zapopan",20.6208991,-103.456008
259,JARDINES  DEL BOSQUE,PLACERES,806,44520,Zapopan,"PLACERES 806, JARDINES  DEL BOSQUE, Zapopan",20.6650289,-103.3922401
239,LA PALMITA,MANUEL GONZALEZ,518,45180,Zapopan,"MANUEL GONZALEZ 518, LA PALMITA, Zapopan",20.7300639,-103.358865
37,SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,"ALFREDO CHAVERO 16, SANTA TERESITA, Guadalajara",20.683706,-103.368627
66,BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,"ROSA RODRIGUEZ 3876, BALCONES DE OBLATOS, Guadalajara",20.6952319,-103.2769238
2,BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,"PRIV OPALO 17, BOSQUES D LA CANTERA, Guadalajara",20.7155989,-103.3157318
70,SAN MARCOS,CANTERA,819,44330,Guadalajara,"CANTERA 819, SAN MARCOS, Guadalajara",20.696713,-103.315329
81,OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,"HACIENDA DE TAL 2191, OBLATOS PONIENTE, Guadalajara",20.692611,-103.2984039
62,SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,"MONTES MARCIANO 2173, SAN VICENTE, Guadalajara",20.70378,-103.3159849
194,COLINAS DE ATEMAJAC,AV AURELIO ORTE,1176,45170,Zapopan,"AV AURELIO ORTE 1176, COLINAS DE ATEMAJAC, Zapopan",20.7213469,-103.3671295
216,FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,Zapopan,"CALLE DEL AGUA 365, FRACC HACIENDA LAS PALOMAS, Zapopan",20.7285236,-103.3937157
104,AYUNTAMIENTO,BERNARDO DE BAL,1170,44620,Guadalajara,"BERNARDO DE BAL 1170, AYUNTAMIENTO, Guadalajara",20.695428,-103.369627
264,EL ARENAL,PROLONGACION SA,43,45350,Zapopan,"PROLONGACION SA 43, EL ARENAL, Zapopan",20.74234227,-103.33373909
101,JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,"MANUEL RIVERA C 2818, JARDINES DEL NILO, Guadalajara",20.6459499,-103.3015471
182,SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,Zapopan,"MIGUEL MIRAMON 13, SAN JUAN DE OCOTAN, Zapopan",20.764462,-103.452206
273,REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,Zapopan,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, Zapopan",20.73714441,-103.44750205
158,LA FLORIDA,FLORAL,15,45234,Zapopan,"FLORAL 15, LA FLORIDA, Zapopan",20.5997014,-103.4273219
69,JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,"TEJEDORES 569, JARDINES DE LA PAZ, Guadalajara",20.647502,-103.3072318
165,CANTEROS,PRIVADA CANTERO,1564,45190,Zapopan,"PRIVADA CANTERO 1564, CANTEROS, Zapopan",20.727049,-103.338664
236,FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,Zapopan,"CALLE CAMPO REA 371, FRACC REAL DEL BOSQUE, Zapopan",20.746274,-103.395428
220,INF LA TUZANIA,AND OYAMELES,1124,45138,Zapopan,"AND OYAMELES 1124, INF LA TUZANIA, Zapopan",20.7370922,-103.4154143
74,BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,"JUAN MANUEL RUV 1992, BENITO JUAREZ, Guadalajara",20.6786141,-103.361751
150,FRACC CUSPIDE,VALLE DE TESIST,198,45200,Zapopan,"VALLE DE TESIST 198, FRACC CUSPIDE, Zapopan",20.795812,-103.4822218
89,BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,"PENINSULA 2713, BOSQUES D L VICTORIA, Guadalajara",20.6458589,-103.3923679
272,12 DE DICIEMBRE,TRUENO,260,45068,Zapopan,"TRUENO 260, 12 DE DICIEMBRE, Zapopan",20.6491888,-103.457067
