,colony,street,street_number,postal_code,zone,directions,lat,lon
276,EL BATAN,ANDADOR AGUA AZ,44,45190,Zapopan,"ANDADOR AGUA AZ 44, EL BATAN, Zapopan",20.72135701,-103.3443436
2,BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,"PRIV OPALO 17, BOSQUES D LA CANTERA, Guadalajara",20.7155989,-103.3157318
157,RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,Zapopan,"MISION SAN PATR 350, RESIDENCIAL GUADALUP, Zapopan",20.6538728,-103.4331985
53,LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,"JARDINES DE BAB 20, LA AURORA, Guadalajara",20.66066767,-103.28141363
79,JARDINES DE STA ISAB,STA MARTHA,3165,44300,Guadalajara,"STA MARTHA 3165, JARDINES DE STA ISAB, Guadalajara",20.714658,-103.313579
243,REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,Zapopan,"RINCONADA DEL C 1327, REAL DE VALDEPE?S, Zapopan",20.75622519,-103.40385961
259,JARDINES  DEL BOSQUE,PLACERES,806,44520,Zapopan,"PLACERES 806, JARDINES  DEL BOSQUE, Zapopan",20.6650289,-103.3922401
176,VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,Zapopan,"AV NACIONES UNI 6904, VIRREYES RESIDENCIAL, Zapopan",20.695938,-103.442158
36,JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,"ISLA ASENCION 3108, JARDINES DE LA CRUZ, Guadalajara",20.637455,-103.380993
223,MESA DE LOS OCOTES,BETABEL,23,45189,Zapopan,"BETABEL 23, MESA DE LOS OCOTES, Zapopan",20.7672275,-103.3435708
232,LAS AGUILAS,RIO TOMATLAN,800,45080,Zapopan,"RIO TOMATLAN 800, LAS AGUILAS, Zapopan",20.625904,-103.407993
105,JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,"COMBATE DE SACR 228, JARDINES DE STA ISAB, Guadalajara",20.716095,-103.314819
216,FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,Zapopan,"CALLE DEL AGUA 365, FRACC HACIENDA LAS PALOMAS, Zapopan",20.7285236,-103.3937157
274,VISTA HERMOSA,AV VISTA HERMO,3763,45189,Zapopan,"AV VISTA HERMO 3763, VISTA HERMOSA, Zapopan",20.7616693,-103.3347796
173,BUGAMBILIAS,PASEO DE LA VIC,4952,45238,Zapopan,"PASEO DE LA VIC 4952, BUGAMBILIAS, Zapopan",20.60869227,-103.47949598
108,VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,"ISLA USTICA 3318, VILLA VICENTE GUERRE, Guadalajara",20.632482,-103.395812
41,VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,"CANUTO ELIAS 3414, VALENTIN GOMEZ FARIA, Guadalajara",20.6190587,-103.3629314
37,SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,"ALFREDO CHAVERO 16, SANTA TERESITA, Guadalajara",20.683706,-103.368627
280,MESA COLORADA PTE,DELLI,1825,45189,Zapopan,"DELLI 1825, MESA COLORADA PTE, Zapopan",20.7704348,-103.3478953
227,MESA COLORADA PTE,ANAHUAC,52,45189,Zapopan,"ANAHUAC 52, MESA COLORADA PTE, Zapopan",20.7593548,-103.3370537
135,TALPITA,SANTO TOMAS,1786,44719,Guadalajara,"SANTO TOMAS 1786, TALPITA, Guadalajara",20.68355178,-103.31008927
275,JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,Zapopan,"SEGUNDA NORTE 5699, JARDINES D NVO MEXIC, Zapopan",20.7695635,-103.4477057
40,ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,"HACIENDA LA ERR 1877, ARANDAS, Guadalajara",20.68584251,-103.2726593
199,JARDINES D NVO MEXIC,SEXTA PTE,535,45138,Zapopan,"SEXTA PTE 535, JARDINES D NVO MEXIC, Zapopan",20.76243185,-103.43949475
137,LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,"DEMOSTENES 3550, LOMAS DE RIO VERDE, Guadalajara",20.68517129,-103.28554658
183,MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,Zapopan,"PASEO DE LOS PI 3153, MESA DE LOS OCOTES, Zapopan",20.761889,-103.347178
89,BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,"PENINSULA 2713, BOSQUES D L VICTORIA, Guadalajara",20.6458589,-103.3923679
175,RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,Zapopan,"ALBERTO CINTA 39, RINCONADA DL AUDITOR, Zapopan",20.7367901,-103.3424097
272,12 DE DICIEMBRE,TRUENO,260,45068,Zapopan,"TRUENO 260, 12 DE DICIEMBRE, Zapopan",20.6491888,-103.457067
247,INF LA TUZANIA,AV DE LAS PALME,1246,45138,Zapopan,"AV DE LAS PALME 1246, INF LA TUZANIA, Zapopan",20.7416922,-103.4190553
186,VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,Zapopan,"PABLO QUIROGA 215, VILLAS SAN IGNACIO, Zapopan",20.72433,-103.3668977
38,MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,"HERMENEGILDO BU 4308, MIRAVALLE II, Guadalajara",20.6127044,-103.3450677
221,HDA SAN ISIDRO,LA VILLA,455,45147,Zapopan,"LA VILLA 455, HDA SAN ISIDRO, Zapopan",20.7289036,-103.3982935
60,SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,"MELQUIADES CAMP 2289, SANTA ROSA, Guadalajara",20.702616,-103.287933
228,VILLA FONTANA DIAMANTE,AV JADE,86,45200,Zapopan,"AV JADE 86, VILLA FONTANA DIAMANTE, Zapopan",20.80761483,-103.48160873
273,REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,Zapopan,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, Zapopan",20.73714441,-103.44750205
218,EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,Zapopan,"PEDRO MORENO 3205, EJIDAL LOMA BONITA, Zapopan",20.6313377,-103.4015789
90,OBLATOS,BATALLA DE IZUC,2508,44700,Guadalajara,"BATALLA DE IZUC 2508, OBLATOS, Guadalajara",20.698347,-103.288479
81,OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,"HACIENDA DE TAL 2191, OBLATOS PONIENTE, Guadalajara",20.692611,-103.2984039
195,ARENALES TAPATIOS,AV GUADALUPE,132,45066,Zapopan,"AV GUADALUPE 132, ARENALES TAPATIOS, Zapopan",20.6367828,-103.4602462
56,UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,"JOSE LUIS MORA 1212, UNIDAD BELISARIO DOM, Guadalajara",20.6848539,-103.321828
255,VIGIA I,DEL CORRAL,604,45140,Zapopan,"DEL CORRAL 604, VIGIA I, Zapopan",20.7317015,-103.395332
215,VALLE DE LOS MOLINOS,BERNA,75,45200,Zapopan,"BERNA 75, VALLE DE LOS MOLINOS, Zapopan",20.8547918,-103.42304733
246,HDA SAN ISIDRO,EJIDO,570,45147,Zapopan,"EJIDO 570, HDA SAN ISIDRO, Zapopan",20.7334016,-103.3978425
180,VALLE REAL,PASEO SAN ARTUR,685,45019,Zapopan,"PASEO SAN ARTUR 685, VALLE REAL, Zapopan",20.722536,-103.44067
283,EL CENTINELA 2,HIDALGO,310,45187,Zapopan,"HIDALGO 310, EL CENTINELA 2, Zapopan",20.758003,-103.380373
