,colony,street,street_number,postal_code,zone,directions,lat,lon
208,RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,Zapopan,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, Zapopan",20.61696815,-103.44837189
69,JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,"TEJEDORES 569, JARDINES DE LA PAZ, Guadalajara",20.647502,-103.3072318
3,JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,"JOSE FERNANDEZ 3365, JARDINES DE LOS POET, Guadalajara",20.6484961,-103.29001645
200,EL HUMEDO,RIO ACAPONETA,2,45200,Zapopan,"RIO ACAPONETA 2, EL HUMEDO, Zapopan",20.795757,-103.493083
8,RINCONADA DE HUENTITAN,JUAN CARRASCO,5234,44250,Guadalajara,"JUAN CARRASCO 5234, RINCONADA DE HUENTITAN, Guadalajara",20.7334639,-103.3219648
192,REAL DE VALDEPE?S,CALLE G 1470 TO,1470,45130,Zapopan,"CALLE G 1470 TO 1470, REAL DE VALDEPE?S, Zapopan",20.75259018,-103.4048233
101,JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,"MANUEL RIVERA C 2818, JARDINES DEL NILO, Guadalajara",20.6459499,-103.3015471
116,LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,"JOSE CARRILLO 3528, LOMAS DE POLANCO, Guadalajara",20.6307235,-103.3795677
195,ARENALES TAPATIOS,AV GUADALUPE,132,45066,Zapopan,"AV GUADALUPE 132, ARENALES TAPATIOS, Zapopan",20.6367828,-103.4602462
107,ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,"CALLE 16 2526, ZONA INDUSTRIAL SUR, Guadalajara",20.6412259,-103.35947148
148,LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,Zapopan,"BOULEVARD PUERT 26, LA FLORESTA DEL COLLI, Zapopan",20.70902792,-103.41388692
273,REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,Zapopan,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, Zapopan",20.73714441,-103.44750205
237,VICENTE GUERRERO,C CEDROS,15,45134,Zapopan,"C CEDROS 15, VICENTE GUERRERO, Zapopan",20.741835,-103.3386413
244,SANTA ANA TEPETITLAN,HIDALGO,35,45230,Zapopan,"HIDALGO 35, SANTA ANA TEPETITLAN, Zapopan",20.6208991,-103.456008
115,SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,"LOS ANGELES 171, SAN CARLOS, Guadalajara",20.662959,-103.344124
129,DEL FRESNO,CIPRES,1738,44900,Guadalajara,"CIPRES 1738, DEL FRESNO, Guadalajara",20.6579289,-103.3661019
63,MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,"JOSE JARAMILLO 526, MIRAVALLE, Guadalajara",20.6156665,-103.3528171
281,VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,Zapopan,"AV LAS TORRES 1896, VILLA FONTANA DIAMANTE, Zapopan",20.78039085,-103.4803915
145,SAN ANDRES,AVELINO M PRESA,3335,44810,Guadalajara,"AVELINO M PRESA 3335, SAN ANDRES, Guadalajara",20.661081,-103.2907359
123,DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,"BENEDICTO LOPEZ 399, DIVISION DEL NORTE, Guadalajara",20.7236763,-103.3371782
70,SAN MARCOS,CANTERA,819,44330,Guadalajara,"CANTERA 819, SAN MARCOS, Guadalajara",20.696713,-103.315329
161,PRADOS  GUADALUPE,G ROSSINI,428,45030,Zapopan,"G ROSSINI 428, PRADOS  GUADALUPE, Zapopan",20.6686337,-103.4349976
134,CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,"MIGUEL BERNAL 3327, CANTARRANAS, Guadalajara",20.65865637,-103.2906591
168,PARAISOS DEL COLLY,GALEANA,1068,45069,Zapopan,"GALEANA 1068, PARAISOS DEL COLLY, Zapopan",20.6508438,-103.4542078
233,TABACHINES,PASEO DE LOS CH,3040,45188,Zapopan,"PASEO DE LOS CH 3040, TABACHINES, Zapopan",20.7373844,-103.3639798
203,RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,Zapopan,"AURORA BOREAL N 4170, RESID LAS ARBOLEDAS, Zapopan",20.6282461,-103.4284541
61,LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,"SALVADOR LOPEZ 1750, LA AURORA, Guadalajara",20.6494585,-103.3388108
188,FRACC CUSPIDE,SAN MATEO 1155,27,45200,Zapopan,"SAN MATEO 1155 27, FRACC CUSPIDE, Zapopan",20.7963827,-103.4688727
49,EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,"EMILIANO ZAPATA 780, EL MIRADOR, Guadalajara",20.684788,-103.3233951
77,DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,"TERUEL 3693, DIVISION DEL NORTE, Guadalajara",20.721705,-103.3379679
5,BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,"CALZADA INDEPEN 503, BATALLON SN PATRICIO, Guadalajara",20.7137381,-103.32089456
190,IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,Zapopan,"HDA SAN MIGUEL 10, IXTLAHUACAN DEL RIO, Zapopan",20.769279,-103.445288
59,INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,"ROGELIO BACON 1676, INDEPENDENCIA PTE, Guadalajara",20.7036,-103.3334499
155,VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,Zapopan,"FUENTE BRILLANT 1730, VILLA FONTANA DIAMANTE, Zapopan",20.7737514,-103.4720222
65,1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,"CARLOS A CARRIL 527, 1RO DE MAYO 1A SECCI, Guadalajara",20.6230026,-103.3552397
180,VALLE REAL,PASEO SAN ARTUR,685,45019,Zapopan,"PASEO SAN ARTUR 685, VALLE REAL, Zapopan",20.722536,-103.44067
10,MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,"HACIENDA DE GUA 1124, MARAVILLA, Guadalajara",20.7016579,-103.306797
175,RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,Zapopan,"ALBERTO CINTA 39, RINCONADA DL AUDITOR, Zapopan",20.7367901,-103.3424097
54,VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,"AV PATRIA 4177, VILLAS DE GADALUPE, Guadalajara",20.6849943,-103.2719253
211,EL COLLY URBANO I,MELCHOR OCAMPO,1233,45070,Zapopan,"MELCHOR OCAMPO 1233, EL COLLY URBANO I, Zapopan",20.6449026,-103.4405377
21,PENAL,PEDRO CELESTINO,482,44730,Guadalajara,"PEDRO CELESTINO 482, PENAL, Guadalajara",20.678154,-103.319812
261,COLLY SITIO,ROMANA,6570,45036,Zapopan,"ROMANA 6570, COLLY SITIO, Zapopan",20.65393358,-103.4396834
213,AGRICOLA,DALIA,138,45236,Zapopan,"DALIA 138, AGRICOLA, Zapopan",20.6165614,-103.4310802
48,RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,"DOMINGO RAMIRE 1150, RANCHO NUEVO, Guadalajara",20.7208786,-103.3313266
178,CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,Zapopan,"PASEO DEL ARCO 4098, CONJ LOMAS ALTAS, Zapopan",20.6859952,-103.4110242
275,JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,Zapopan,"SEGUNDA NORTE 5699, JARDINES D NVO MEXIC, Zapopan",20.7695635,-103.4477057
207,VICTOR HUGO,PRIVADA COLON,150,45190,Zapopan,"PRIVADA COLON 150, VICTOR HUGO, Zapopan",20.7211,-103.3541
283,EL CENTINELA 2,HIDALGO,310,45187,Zapopan,"HIDALGO 310, EL CENTINELA 2, Zapopan",20.758003,-103.380373
253,NUEVO MEXICO,6 DE ENERO,3239,45138,Zapopan,"6 DE ENERO 3239, NUEVO MEXICO, Zapopan",20.75714709,-103.43247582
172,JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,Zapopan,"JARDIN DE NARDO 1527, JARDINES DEL VERGEL, Zapopan",20.7437494,-103.3705966
160,ALTAMIRA,AV AMERICA,580,45160,Zapopan,"AV AMERICA 580, ALTAMIRA, Zapopan",20.7170404,-103.3886043
209,FRACC JARDINES DE BELEN,TORONJA,41,45200,Zapopan,"TORONJA 41, FRACC JARDINES DE BELEN, Zapopan",20.8124,-103.4826
245,EL BRISE#O,CONSTELACION,7,45236,Zapopan,"CONSTELACION 7, EL BRISE#O, Zapopan",20.6229076,-103.4384665
232,LAS AGUILAS,RIO TOMATLAN,800,45080,Zapopan,"RIO TOMATLAN 800, LAS AGUILAS, Zapopan",20.625904,-103.407993
88,DIVISION DEL NORTE,SILVINA REMBOA,3050,44230,Guadalajara,"SILVINA REMBOA 3050, DIVISION DEL NORTE, Guadalajara",20.7241509,-103.3374218
120,ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,"JOSE ARTEAGA 2985, ECHEVERRIA, Guadalajara",20.6256719,-103.366909
262,LINDAVISTA,ALLENDE,216,45169,Zapopan,"ALLENDE 216, LINDAVISTA, Zapopan",20.721194,-103.3988204
276,EL BATAN,ANDADOR AGUA AZ,44,45190,Zapopan,"ANDADOR AGUA AZ 44, EL BATAN, Zapopan",20.72135701,-103.3443436
110,OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,"HDA LAS CRUCES 2158, OBLATOS PONIENTE, Guadalajara",20.69361,-103.2988478
140,OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,"HACIENDA LA GAV 3208, OBLATOS PONIENTE, Guadalajara",20.70194403,-103.28288184
165,CANTEROS,PRIVADA CANTERO,1564,45190,Zapopan,"PRIVADA CANTERO 1564, CANTEROS, Zapopan",20.727049,-103.338664
229,VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,Zapopan,"FUENTE GRAFITO 8884, VILLA FONTANA DIAMANTE, Zapopan",20.7795959,-103.4746901
222,LA ESTRADA,HIDALAGO,6,45200,Zapopan,"HIDALAGO 6, LA ESTRADA, Zapopan",20.79264101,-103.47565388
149,EL FORTIN,ALAMO,1359,45066,Zapopan,"ALAMO 1359, EL FORTIN, Zapopan",20.6469306,-103.4548918
183,MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,Zapopan,"PASEO DE LOS PI 3153, MESA DE LOS OCOTES, Zapopan",20.761889,-103.347178
157,RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,Zapopan,"MISION SAN PATR 350, RESIDENCIAL GUADALUP, Zapopan",20.6538728,-103.4331985
74,BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,"JUAN MANUEL RUV 1992, BENITO JUAREZ, Guadalajara",20.6786141,-103.361751
38,MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,"HERMENEGILDO BU 4308, MIRAVALLE II, Guadalajara",20.6127044,-103.3450677
71,ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,"RAMOS ARIZPE 451, ELECTRICISTAS, Guadalajara",20.653829,-103.3106468
257,PARQUES DE ZAPOPAN,OPALO,14,45138,Zapopan,"OPALO 14, PARQUES DE ZAPOPAN, Zapopan",20.7473862,-103.4188519
37,SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,"ALFREDO CHAVERO 16, SANTA TERESITA, Guadalajara",20.683706,-103.368627
147,LOMAS DE MIRAMAR,URANIO,31,45060,Zapopan,"URANIO 31, LOMAS DE MIRAMAR, Zapopan",20.64202975,-103.46426675
58,RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,"ISLA ABACO 3086, RESIDENCIAL LA CRUZ, Guadalajara",20.637418,-103.37829
266,EL ZAPOTE,TEZOZOMOC,4357,45050,Zapopan,"TEZOZOMOC 4357, EL ZAPOTE, Zapopan",20.6546574,-103.4153864
197,SAN ISIDRO EJIDAL,NUEVO MEXICO,250,45147,Zapopan,"NUEVO MEXICO 250, SAN ISIDRO EJIDAL, Zapopan",20.726598,-103.398205
95,ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,"OTILIO GONZALEZ 1116, ZALATE II, Guadalajara",20.679092,-103.2750349
258,ARENALES TAPATIOS,DIAMANTE,114,45066,Zapopan,"DIAMANTE 114, ARENALES TAPATIOS, Zapopan",20.6339582,-103.4563939
39,PROGRESO,FRANCISCO SARAB,235,44730,Guadalajara,"FRANCISCO SARAB 235, PROGRESO, Guadalajara",20.6687989,-103.3080091
9,GENERAL REAL,MARCONI,17,44400,Guadalajara,"MARCONI 17, GENERAL REAL, Guadalajara",20.6682228,-103.3242311
248,LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,Zapopan,"PUERTO TAMPICO 80, LOMAS DE MIRAMAR, Zapopan",20.640018,-103.448292
119,BOSQUES D L VICTORIA,FAUNA,2765,44540,Guadalajara,"FAUNA 2765, BOSQUES D L VICTORIA, Guadalajara",20.644029,-103.388121
235,FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,Zapopan,"AV  COMPOSITORE 3850, FRACC LOS PINOS, Zapopan",20.6046765,-103.4348944
27,SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,"ASTURIAS 1581, SANTA ELENA, Guadalajara",20.7145639,-103.337542
97,LA CAMPESINA,JOSE MARIA SARM,1488,44769,Guadalajara,"JOSE MARIA SARM 1488, LA CAMPESINA, Guadalajara",20.67862979,-103.27356507
12,BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,"MARGARITA GUTIE 3497, BEATRIZ HERNANDEZ, Guadalajara",20.6814079,-103.284874
30,EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, Guadalajara",20.621289,-103.342166
18,AMERICANA,MEXICALLTZINGO,1944,44160,Guadalajara,"MEXICALLTZINGO 1944, AMERICANA, Guadalajara",20.668444,-103.3673828
104,AYUNTAMIENTO,BERNARDO DE BAL,1170,44620,Guadalajara,"BERNARDO DE BAL 1170, AYUNTAMIENTO, Guadalajara",20.695428,-103.369627
152,LOMAS DE MIRAMAR,PUERTO CHAMELA,314,45060,Zapopan,"PUERTO CHAMELA 314, LOMAS DE MIRAMAR, Zapopan",20.63579117,-103.44676658
238,LOMAS DEL CENTINELA,PASEO DEL OLMO,328,45187,Zapopan,"PASEO DEL OLMO 328, LOMAS DEL CENTINELA, Zapopan",20.75542914,-103.37931546
228,VILLA FONTANA DIAMANTE,AV JADE,86,45200,Zapopan,"AV JADE 86, VILLA FONTANA DIAMANTE, Zapopan",20.80761483,-103.48160873
186,VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,Zapopan,"PABLO QUIROGA 215, VILLAS SAN IGNACIO, Zapopan",20.72433,-103.3668977
137,LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,"DEMOSTENES 3550, LOMAS DE RIO VERDE, Guadalajara",20.68517129,-103.28554658
106,PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,"AV MIGUEL HIDAL 469, PARQUE REVOLUCION, Guadalajara",20.679603,-103.350983
231,RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,Zapopan,"AV SAN MATEO 1115, RESIDENCIAL TESISTAN, Zapopan",20.7943479,-103.4683674
